T,x,p,s,X,P,S,t
SPY, 2, 371.97, 2, 17, 371.99, 2, 1608231092664000000
SPY, 2, 371.97, 3, 17, 371.99, 2, 1608231092671000000
SPY, 15, 371.97, 1, 17, 371.99, 2, 1608231092672000000
SPY, 17, 371.97, 1, 17, 371.99, 2, 1608231092650000000
SPY, 15, 371.97, 1, 2, 371.99, 1, 1608231092672000000
SPY, 2, 371.97, 2, 2, 371.99, 1, 1608231092661000000
SPY, 2, 371.97, 4, 17, 371.99, 2, 1608231092676000000
SPY, 15, 371.97, 1, 17, 371.99, 2, 1608231092672000000
SPY, 2, 371.97, 4, 17, 371.99, 2, 1608231092685000000
SPY, 2, 371.97, 4, 17, 371.99, 1, 1608231092685000000
SPY, 15, 371.97, 1, 17, 371.99, 1, 1608231092672000000
SPY, 17, 371.97, 2, 17, 371.99, 1, 1608231092685000000
SPY, 2, 371.97, 3, 2, 372, 1, 1608231092686000000
SPY, 2, 371.97, 3, 15, 371.99, 1, 1608231092686000000
SPY, 2, 371.97, 3, 2, 372, 1, 1608231092686000000
SPY, 17, 371.98, 2, 2, 372, 1, 1608231092701000000
SPY, 17, 371.98, 2, 17, 372, 2, 1608231092758000000
SPY, 2, 371.98, 1, 17, 372, 2, 1608231092758000000
SPY, 17, 371.98, 2, 17, 372, 2, 1608231092758000000
SPY, 2, 371.98, 3, 17, 372, 2, 1608231092758000000
SPY, 2, 371.98, 4, 17, 372, 2, 1608231092758000000
SPY, 17, 371.98, 2, 17, 372, 2, 1608231092758000000
SPY, 2, 371.98, 3, 17, 372, 2, 1608231092759000000
SPY, 17, 371.98, 2, 17, 372, 2, 1608231092758000000
SPY, 2, 371.98, 3, 17, 372, 2, 1608231092759000000
SPY, 17, 371.98, 2, 17, 372, 2, 1608231092758000000
SPY, 15, 371.98, 15, 17, 372, 2, 1608231092759000000
SPY, 2, 371.98, 3, 17, 372, 2, 1608231092759000000
SPY, 2, 371.98, 8, 17, 372, 2, 1608231092759000000
SPY, 15, 371.98, 15, 17, 372, 2, 1608231092759000000
SPY, 2, 371.98, 8, 17, 372, 2, 1608231092760000000
SPY, 17, 371.98, 12, 17, 372, 2, 1608231092760000000
SPY, 2, 371.98, 8, 17, 372, 2, 1608231092760000000
SPY, 2, 371.98, 3, 17, 372, 2, 1608231092760000000
SPY, 17, 371.98, 12, 17, 372, 2, 1608231092760000000
SPY, 2, 371.98, 3, 17, 372, 2, 1608231092760000000
SPY, 2, 371.98, 8, 17, 372, 2, 1608231092767000000
SPY, 17, 371.98, 12, 17, 372, 2, 1608231092760000000
SPY, 2, 371.98, 9, 17, 372, 2, 1608231092771000000
SPY, 3, 371.98, 10, 17, 372, 2, 1608231092767000000
SPY, 15, 371.98, 1, 17, 372, 2, 1608231092772000000
SPY, 17, 371.98, 7, 17, 372, 1, 1608231092772000000
SPY, 17, 371.98, 7, 17, 372.01, 4, 1608231092772000000
SPY, 2, 371.98, 9, 17, 372.01, 4, 1608231092771000000
SPY, 17, 371.98, 7, 17, 372.01, 2, 1608231092773000000
SPY, 2, 371.98, 9, 17, 372.01, 2, 1608231092773000000
SPY, 2, 371.98, 8, 17, 372.01, 2, 1608231092773000000
SPY, 2, 371.98, 3, 17, 372.01, 2, 1608231092774000000
SPY, 2, 371.98, 2, 17, 372.01, 2, 1608231092774000000
SPY, 2, 371.98, 2, 17, 372, 2, 1608231092774000000
SPY, 17, 371.98, 7, 17, 372, 2, 1608231092774000000
SPY, 2, 371.98, 2, 2, 372, 1, 1608231092774000000
SPY, 17, 371.98, 7, 2, 372, 1, 1608231092774000000
SPY, 17, 371.98, 7, 17, 372.01, 2, 1608231092774000000
SPY, 17, 371.98, 7, 17, 372.01, 7, 1608231092774000000
SPY, 17, 371.98, 2, 17, 372.01, 7, 1608231092775000000
SPY, 2, 371.97, 3, 17, 372.01, 7, 1608231092774000000
SPY, 17, 371.97, 2, 17, 372.01, 7, 1608231092775000000
SPY, 2, 371.97, 3, 17, 372, 2, 1608231092774000000
SPY, 17, 371.98, 1, 15, 372, 1, 1608231092777000000
SPY, 17, 371.98, 1, 17, 372, 2, 1608231092777000000
SPY, 17, 371.98, 1, 17, 372, 3, 1608231092777000000
SPY, 17, 371.98, 1, 2, 372, 2, 1608231092777000000
SPY, 17, 371.98, 1, 17, 372, 1, 1608231092779000000
SPY, 2, 371.97, 3, 17, 372, 1, 1608231092822000000
SPY, 17, 371.98, 1, 17, 372, 1, 1608231093020000000
SPY, 17, 371.98, 1, 2, 372, 1, 1608231093020000000
SPY, 2, 371.97, 3, 2, 372, 1, 1608231093064000000
SPY, 17, 371.98, 2, 2, 372, 1, 1608231093236000000
SPY, 17, 371.98, 2, 17, 372.01, 7, 1608231093236000000
SPY, 17, 371.98, 2, 15, 372.01, 15, 1608231093236000000
SPY, 2, 371.97, 3, 3, 372.01, 10, 1608231093732000000
SPY, 17, 371.98, 2, 15, 372.01, 15, 1608231094443000000
SPY, 2, 371.97, 3, 17, 372.01, 7, 1608231093732000000
SPY, 17, 371.98, 2, 17, 372.01, 7, 1608231094454000000
SPY, 2, 371.97, 3, 17, 372.01, 7, 1608231093732000000
SPY, 2, 371.97, 1, 17, 372.01, 7, 1608231094730000000
SPY, 17, 371.97, 2, 17, 372.01, 7, 1608231094498000000
SPY, 17, 371.97, 2, 15, 372.01, 15, 1608231094498000000
SPY, 17, 371.97, 2, 17, 372.01, 7, 1608231094498000000
SPY, 17, 371.97, 2, 15, 371.99, 1, 1608231094498000000
SPY, 17, 371.97, 2, 17, 372.01, 7, 1608231094498000000
SPY, 17, 371.97, 2, 15, 371.99, 1, 1608231094498000000
SPY, 17, 371.97, 2, 17, 372.01, 7, 1608231094498000000
SPY, 17, 371.97, 2, 2, 371.99, 2, 1608231094498000000
SPY, 17, 371.97, 2, 2, 371.99, 1, 1608231094498000000
SPY, 17, 371.97, 2, 15, 371.99, 1, 1608231094498000000
SPY, 17, 371.97, 2, 15, 371.99, 1, 1608231094498000000
SPY, 17, 371.97, 2, 2, 371.99, 3, 1608231094740000000
SPY, 17, 371.97, 2, 15, 371.99, 1, 1608231094741000000
SPY, 17, 371.97, 1, 15, 371.99, 1, 1608231095063000000
SPY, 17, 371.97, 1, 2, 371.99, 3, 1608231095065000000
SPY, 17, 371.97, 1, 2, 371.99, 4, 1608231095065000000
SPY, 17, 371.97, 1, 15, 371.99, 1, 1608231095065000000
SPY, 17, 371.97, 1, 2, 371.98, 1, 1608231095065000000
SPY, 17, 371.97, 1, 2, 371.98, 2, 1608231095065000000
SPY, 2, 371.96, 2, 2, 371.98, 2, 1608231095284000000
SPY, 17, 371.96, 8, 2, 371.98, 1, 1608231095284000000
SPY, 17, 371.96, 8, 2, 371.98, 3, 1608231095284000000
SPY, 17, 371.96, 8, 2, 371.98, 2, 1608231095284000000
SPY, 17, 371.96, 8, 2, 371.99, 4, 1608231095284000000
SPY, 17, 371.96, 8, 15, 371.98, 1, 1608231095284000000
SPY, 17, 371.96, 8, 2, 371.98, 1, 1608231095284000000
SPY, 17, 371.96, 8, 2, 371.98, 2, 1608231095284000000
SPY, 17, 371.96, 8, 2, 371.99, 4, 1608231095284000000
SPY, 17, 371.96, 8, 15, 371.98, 1, 1608231095284000000
SPY, 17, 371.96, 8, 2, 371.98, 2, 1608231095284000000
SPY, 17, 371.96, 8, 15, 371.98, 1, 1608231095295000000
SPY, 17, 371.96, 8, 2, 371.98, 3, 1608231095296000000
SPY, 17, 371.96, 3, 17, 371.98, 1, 1608231095296000000
SPY, 17, 371.96, 3, 2, 371.98, 3, 1608231095296000000
SPY, 17, 371.96, 3, 2, 371.98, 4, 1608231095296000000
SPY, 17, 371.96, 3, 15, 371.98, 1, 1608231095296000000
SPY, 17, 371.96, 3, 17, 371.98, 1, 1608231095296000000
SPY, 17, 371.96, 3, 2, 371.98, 3, 1608231095296000000
SPY, 17, 371.96, 3, 15, 371.98, 1, 1608231095296000000
SPY, 17, 371.96, 3, 2, 371.98, 4, 1608231095296000000
SPY, 17, 371.96, 3, 2, 371.98, 2, 1608231095296000000
SPY, 17, 371.96, 3, 15, 371.98, 1, 1608231095296000000
SPY, 17, 371.96, 3, 2, 371.98, 2, 1608231095296000000
SPY, 17, 371.96, 3, 15, 371.98, 1, 1608231095296000000
SPY, 17, 371.96, 3, 2, 371.98, 2, 1608231095296000000
SPY, 17, 371.96, 3, 2, 371.98, 3, 1608231095296000000
SPY, 17, 371.96, 3, 2, 371.98, 2, 1608231095296000000
SPY, 17, 371.96, 3, 15, 371.98, 1, 1608231095296000000
SPY, 2, 371.96, 1, 15, 371.98, 1, 1608231095297000000
SPY, 2, 371.96, 1, 2, 371.99, 4, 1608231095297000000
SPY, 2, 371.96, 1, 15, 371.98, 1, 1608231095297000000
SPY, 2, 371.96, 1, 15, 371.97, 1, 1608231095297000000
SPY, 2, 371.96, 1, 2, 371.99, 4, 1608231095297000000
SPY, 2, 371.96, 2, 2, 371.99, 4, 1608231095299000000
SPY, 2, 371.96, 1, 2, 371.99, 4, 1608231095299000000
SPY, 17, 371.96, 3, 17, 371.99, 1, 1608231095299000000
SPY, 17, 371.96, 3, 2, 371.99, 4, 1608231095299000000
SPY, 17, 371.96, 3, 17, 371.99, 1, 1608231095299000000
SPY, 17, 371.96, 3, 2, 371.99, 4, 1608231095299000000
SPY, 17, 371.96, 3, 17, 371.99, 1, 1608231095299000000
SPY, 2, 371.96, 2, 2, 371.99, 4, 1608231095301000000
SPY, 17, 371.96, 8, 2, 371.99, 4, 1608231095303000000
SPY, 17, 371.96, 8, 2, 371.98, 2, 1608231095303000000
SPY, 2, 371.96, 2, 2, 371.99, 4, 1608231095304000000
SPY, 2, 371.96, 2, 15, 371.99, 15, 1608231095306000000
SPY, 17, 371.96, 8, 17, 371.99, 1, 1608231095303000000
SPY, 17, 371.96, 8, 15, 371.99, 15, 1608231095303000000
SPY, 17, 371.96, 8, 17, 371.99, 1, 1608231095303000000
SPY, 2, 371.96, 2, 2, 371.99, 4, 1608231095310000000
SPY, 17, 371.96, 8, 2, 371.99, 4, 1608231095310000000
SPY, 17, 371.96, 3, 2, 371.99, 4, 1608231095320000000
SPY, 2, 371.96, 2, 2, 371.99, 4, 1608231095320000000
SPY, 17, 371.96, 3, 15, 371.99, 15, 1608231095320000000
SPY, 17, 371.96, 3, 2, 371.99, 4, 1608231095320000000
SPY, 17, 371.96, 3, 15, 371.99, 15, 1608231095320000000
SPY, 17, 371.96, 8, 2, 371.99, 4, 1608231095329000000
SPY, 17, 371.96, 8, 15, 371.99, 15, 1608231095329000000
SPY, 17, 371.96, 8, 3, 371.99, 10, 1608231095329000000
SPY, 17, 371.96, 8, 2, 371.99, 9, 1608231095329000000
SPY, 17, 371.96, 7, 2, 371.99, 9, 1608231095331000000
SPY, 17, 371.96, 5, 17, 371.99, 6, 1608231095331000000
SPY, 17, 371.96, 5, 2, 371.99, 9, 1608231095331000000
SPY, 17, 371.96, 5, 15, 371.99, 15, 1608231095331000000
SPY, 17, 371.96, 5, 2, 371.99, 9, 1608231095331000000
SPY, 17, 371.96, 5, 15, 371.99, 15, 1608231095331000000
SPY, 17, 371.96, 5, 2, 371.99, 9, 1608231095331000000
SPY, 3, 371.95, 10, 3, 371.99, 10, 1608231095330000000
SPY, 2, 371.95, 5, 2, 371.99, 4, 1608231095353000000
SPY, 17, 371.96, 1, 2, 371.99, 4, 1608231095365000000
SPY, 17, 371.96, 6, 2, 371.99, 4, 1608231095414000000
SPY, 17, 371.96, 6, 3, 371.99, 10, 1608231095414000000
SPY, 17, 371.96, 6, 15, 371.99, 15, 1608231095414000000
SPY, 17, 371.96, 6, 2, 371.99, 9, 1608231095414000000
SPY, 17, 371.96, 6, 3, 371.99, 10, 1608231095414000000
SPY, 17, 371.96, 1, 2, 371.99, 9, 1608231095423000000
SPY, 17, 371.96, 1, 3, 371.99, 10, 1608231095423000000
SPY, 2, 371.95, 5, 2, 371.99, 9, 1608231095427000000
SPY, 17, 371.96, 2, 3, 371.99, 10, 1608231095437000000
SPY, 15, 371.95, 15, 15, 371.99, 15, 1608231095400000000
SPY, 17, 371.96, 2, 15, 371.99, 15, 1608231095441000000
SPY, 2, 371.95, 5, 2, 371.99, 9, 1608231095427000000
SPY, 17, 371.96, 2, 17, 371.99, 6, 1608231095442000000
SPY, 17, 371.96, 2, 2, 371.99, 9, 1608231095442000000
SPY, 2, 371.95, 5, 2, 371.99, 9, 1608231095448000000
SPY, 17, 371.96, 2, 2, 371.99, 9, 1608231095451000000
SPY, 3, 371.95, 10, 3, 371.99, 10, 1608231095330000000
SPY, 17, 371.96, 2, 15, 371.99, 15, 1608231095531000000
SPY, 2, 371.95, 5, 2, 371.99, 9, 1608231095451000000
SPY, 17, 371.96, 2, 3, 371.99, 10, 1608231095531000000
SPY, 2, 371.95, 5, 2, 371.99, 9, 1608231095451000000
SPY, 15, 371.95, 15, 2, 371.99, 9, 1608231095400000000
SPY, 2, 371.93, 7, 2, 371.99, 9, 1608231095583000000
SPY, 15, 371.93, 15, 15, 371.97, 1, 1608231095592000000
SPY, 3, 371.93, 10, 15, 371.97, 1, 1608231095582000000
SPY, 3, 371.93, 10, 3, 371.99, 10, 1608231095582000000
SPY, 15, 371.93, 15, 15, 371.99, 15, 1608231095597000000
SPY, 3, 371.93, 10, 15, 371.97, 1, 1608231095582000000
SPY, 2, 371.93, 7, 2, 371.99, 9, 1608231095583000000
SPY, 2, 371.93, 7, 15, 371.97, 1, 1608231095583000000
SPY, 2, 371.93, 7, 2, 371.99, 9, 1608231095583000000
SPY, 3, 371.93, 10, 3, 371.99, 10, 1608231095582000000
SPY, 2, 371.93, 7, 15, 371.97, 1, 1608231095583000000
SPY, 2, 371.95, 2, 15, 371.97, 1, 1608231095606000000
SPY, 3, 371.93, 10, 15, 371.97, 1, 1608231095582000000
SPY, 3, 371.93, 10, 3, 371.99, 10, 1608231095582000000
SPY, 17, 371.93, 7, 15, 371.97, 1, 1608231095531000000
SPY, 2, 371.93, 7, 2, 371.99, 9, 1608231095606000000
SPY, 17, 371.93, 7, 17, 371.99, 6, 1608231095531000000
SPY, 15, 371.93, 15, 15, 371.97, 1, 1608231095610000000
SPY, 2, 371.93, 7, 2, 371.99, 9, 1608231095606000000
SPY, 15, 371.93, 15, 15, 371.97, 1, 1608231095612000000
SPY, 2, 371.93, 7, 15, 371.97, 1, 1608231095606000000
SPY, 15, 371.93, 15, 15, 371.99, 15, 1608231095743000000
SPY, 17, 371.96, 2, 17, 371.99, 6, 1608231096029000000
SPY, 17, 371.96, 2, 2, 371.99, 9, 1608231096029000000
SPY, 17, 371.96, 2, 3, 371.99, 10, 1608231096029000000
SPY, 3, 371.95, 10, 15, 371.99, 15, 1608231096029000000
SPY, 2, 371.95, 5, 15, 371.99, 15, 1608231096030000000
SPY, 2, 371.95, 5, 2, 371.99, 9, 1608231096030000000
SPY, 17, 371.96, 2, 2, 371.99, 9, 1608231096213000000
SPY, 15, 371.95, 15, 15, 371.99, 15, 1608231096030000000
SPY, 17, 371.96, 2, 17, 371.99, 6, 1608231096214000000
SPY, 2, 371.95, 5, 2, 371.99, 9, 1608231096030000000
SPY, 3, 371.95, 10, 2, 371.99, 9, 1608231096029000000
SPY, 15, 371.95, 15, 2, 371.99, 9, 1608231096030000000
SPY, 17, 371.96, 2, 3, 371.99, 10, 1608231096254000000
SPY, 17, 371.96, 2, 2, 371.99, 9, 1608231096254000000
SPY, 15, 371.95, 15, 15, 371.99, 15, 1608231096030000000
SPY, 15, 371.95, 15, 2, 371.99, 9, 1608231096030000000
SPY, 2, 371.93, 7, 2, 371.99, 9, 1608231096253000000
SPY, 3, 371.93, 10, 3, 371.99, 10, 1608231096568000000
SPY, 2, 371.93, 7, 15, 371.97, 1, 1608231096253000000
SPY, 3, 371.95, 10, 15, 371.97, 1, 1608231096646000000
SPY, 3, 371.95, 10, 3, 371.99, 10, 1608231096646000000
SPY, 17, 371.96, 2, 17, 371.99, 6, 1608231096647000000
SPY, 17, 371.96, 2, 2, 371.99, 9, 1608231096647000000
SPY, 17, 371.96, 7, 2, 371.99, 9, 1608231096697000000
SPY, 17, 371.96, 7, 15, 371.99, 15, 1608231096697000000
SPY, 17, 371.96, 7, 2, 371.99, 4, 1608231096697000000
SPY, 17, 371.96, 2, 15, 371.99, 15, 1608231096698000000
SPY, 2, 371.95, 5, 2, 371.99, 4, 1608231096697000000
SPY, 17, 371.96, 5, 2, 371.99, 4, 1608231096711000000
SPY, 2, 371.95, 5, 2, 371.99, 4, 1608231096697000000
SPY, 17, 371.96, 1, 17, 371.99, 6, 1608231096711000000
SPY, 17, 371.96, 1, 2, 371.99, 4, 1608231096711000000
SPY, 17, 371.96, 1, 15, 371.99, 15, 1608231096711000000
SPY, 17, 371.96, 1, 2, 371.99, 4, 1608231096711000000
SPY, 17, 371.96, 6, 2, 371.99, 4, 1608231096727000000
SPY, 2, 371.96, 2, 15, 371.99, 15, 1608231096980000000
SPY, 17, 371.96, 6, 15, 371.99, 15, 1608231096727000000
SPY, 2, 371.96, 2, 2, 371.99, 4, 1608231097009000000
SPY, 17, 371.96, 6, 2, 371.99, 4, 1608231096727000000
SPY, 2, 371.96, 2, 2, 371.99, 4, 1608231097012000000
SPY, 17, 371.96, 6, 17, 371.99, 6, 1608231096727000000
SPY, 17, 371.96, 6, 15, 371.99, 15, 1608231096727000000
SPY, 2, 371.96, 2, 2, 371.99, 4, 1608231097074000000
SPY, 17, 371.96, 6, 2, 371.99, 4, 1608231096727000000
SPY, 2, 371.96, 2, 2, 371.99, 4, 1608231097382000000
SPY, 2, 371.96, 2, 15, 371.99, 15, 1608231097382000000
SPY, 2, 371.96, 2, 2, 371.99, 4, 1608231097383000000
SPY, 2, 371.97, 1, 2, 371.99, 4, 1608231097387000000
SPY, 2, 371.97, 1, 17, 371.99, 6, 1608231097387000000
SPY, 2, 371.97, 1, 2, 371.99, 4, 1608231097387000000
SPY, 2, 371.97, 1, 2, 371.99, 3, 1608231098244000000
SPY, 2, 371.96, 3, 2, 371.99, 3, 1608231098375000000
SPY, 2, 371.96, 2, 2, 371.99, 3, 1608231098775000000
SPY, 2, 371.96, 3, 2, 371.99, 3, 1608231098775000000
SPY, 17, 371.96, 6, 2, 371.99, 3, 1608231097852000000
SPY, 2, 371.96, 1, 2, 371.99, 3, 1608231098776000000
SPY, 17, 371.96, 6, 2, 371.99, 3, 1608231097852000000
SPY, 2, 371.96, 2, 15, 371.99, 15, 1608231098775000000
SPY, 2, 371.96, 2, 2, 371.99, 3, 1608231098775000000
SPY, 2, 371.95, 5, 2, 371.99, 8, 1608231098778000000
SPY, 15, 371.95, 15, 15, 371.99, 15, 1608231098777000000
SPY, 15, 371.95, 15, 3, 371.99, 10, 1608231098777000000
SPY, 3, 371.95, 10, 17, 371.99, 6, 1608231098886000000
SPY, 17, 371.96, 5, 17, 371.99, 6, 1608231098887000000
SPY, 2, 371.96, 1, 2, 371.99, 3, 1608231098887000000
SPY, 17, 371.96, 5, 2, 371.99, 3, 1608231098887000000
SPY, 2, 371.96, 1, 2, 371.99, 3, 1608231098887000000
SPY, 17, 371.96, 5, 2, 371.99, 3, 1608231098887000000
SPY, 2, 371.96, 1, 2, 371.99, 3, 1608231098889000000
SPY, 17, 371.96, 5, 15, 371.99, 15, 1608231098887000000
SPY, 17, 371.96, 5, 2, 371.99, 3, 1608231098887000000
SPY, 2, 371.96, 1, 2, 371.99, 3, 1608231098887000000
SPY, 17, 371.96, 5, 2, 371.99, 3, 1608231098887000000
SPY, 2, 371.96, 1, 2, 371.99, 3, 1608231098950000000
SPY, 17, 371.97, 2, 2, 371.99, 3, 1608231099257000000
SPY, 2, 371.96, 1, 2, 371.99, 3, 1608231098950000000
SPY, 17, 371.96, 5, 2, 371.99, 3, 1608231099375000000
SPY, 2, 371.96, 1, 2, 371.99, 3, 1608231099479000000
SPY, 17, 371.96, 5, 2, 371.99, 3, 1608231099375000000
SPY, 2, 371.96, 1, 2, 371.99, 3, 1608231099504000000
SPY, 17, 371.96, 5, 2, 371.99, 3, 1608231099375000000
SPY, 2, 371.96, 1, 2, 371.99, 3, 1608231099964000000
SPY, 17, 371.96, 5, 2, 371.99, 3, 1608231099375000000
SPY, 2, 371.96, 1, 2, 371.99, 3, 1608231100181000000
SPY, 17, 371.96, 5, 2, 371.99, 3, 1608231099375000000
SPY, 2, 371.96, 1, 2, 371.99, 3, 1608231100181000000
SPY, 17, 371.96, 5, 2, 371.99, 3, 1608231099375000000
SPY, 2, 371.96, 1, 2, 371.99, 3, 1608231100492000000
SPY, 17, 371.96, 5, 2, 371.99, 3, 1608231099375000000
SPY, 2, 371.96, 1, 2, 371.99, 3, 1608231100672000000
SPY, 17, 371.97, 2, 2, 371.99, 3, 1608231101149000000
SPY, 2, 371.96, 1, 2, 371.99, 3, 1608231100673000000
SPY, 17, 371.97, 2, 2, 371.99, 3, 1608231101170000000
SPY, 2, 371.96, 1, 2, 371.99, 3, 1608231100673000000
SPY, 17, 371.97, 2, 2, 371.99, 3, 1608231101739000000
SPY, 2, 371.96, 1, 2, 371.99, 3, 1608231100673000000
SPY, 17, 371.97, 2, 2, 371.99, 3, 1608231102099000000
SPY, 17, 371.97, 2, 2, 371.99, 2, 1608231102099000000
SPY, 17, 371.97, 2, 17, 372, 1, 1608231102099000000
SPY, 2, 371.97, 1, 17, 372, 1, 1608231102288000000
SPY, 2, 371.97, 3, 17, 372, 1, 1608231102289000000
SPY, 2, 371.97, 1, 17, 372, 1, 1608231102324000000
SPY, 15, 371.97, 1, 17, 372, 1, 1608231102329000000
SPY, 2, 371.97, 1, 17, 372, 1, 1608231102324000000
SPY, 15, 371.97, 1, 17, 372, 1, 1608231102331000000
SPY, 17, 371.97, 2, 17, 372, 1, 1608231102099000000
SPY, 15, 371.97, 1, 17, 372, 1, 1608231102337000000
SPY, 17, 371.97, 2, 17, 372, 1, 1608231102099000000
SPY, 2, 371.97, 3, 17, 372, 1, 1608231102375000000
SPY, 15, 371.97, 1, 17, 372, 1, 1608231102631000000
SPY, 2, 371.97, 3, 17, 372, 1, 1608231102375000000
SPY, 2, 371.97, 1, 17, 372, 1, 1608231102898000000
SPY, 2, 371.97, 2, 17, 372, 1, 1608231102898000000
SPY, 17, 371.97, 2, 17, 372, 1, 1608231102099000000
SPY, 2, 371.97, 2, 17, 372, 1, 1608231102906000000
SPY, 15, 371.97, 1, 17, 372, 1, 1608231102907000000
SPY, 2, 371.97, 2, 17, 372, 1, 1608231102906000000
SPY, 2, 371.97, 3, 17, 372, 1, 1608231103110000000
SPY, 17, 371.97, 2, 17, 372, 1, 1608231102099000000
SPY, 2, 371.97, 2, 17, 372, 1, 1608231103110000000
SPY, 17, 371.98, 1, 17, 372, 1, 1608231103715000000
SPY, 2, 371.98, 2, 17, 372, 1, 1608231103715000000
SPY, 17, 371.98, 1, 17, 372, 1, 1608231103715000000
SPY, 2, 371.98, 1, 17, 372, 1, 1608231103715000000
SPY, 2, 371.98, 3, 17, 372, 1, 1608231103715000000
SPY, 2, 371.98, 2, 17, 372, 1, 1608231103715000000
SPY, 2, 371.98, 2, 17, 372.01, 4, 1608231103715000000
SPY, 2, 371.98, 3, 17, 372.01, 4, 1608231103715000000
SPY, 17, 371.98, 1, 17, 372.01, 4, 1608231103715000000
SPY, 17, 371.98, 6, 17, 372.01, 4, 1608231103716000000
SPY, 2, 371.98, 2, 17, 372.01, 4, 1608231103716000000
SPY, 17, 371.98, 6, 17, 372.01, 4, 1608231103716000000
SPY, 2, 371.98, 4, 17, 372.01, 4, 1608231103716000000
SPY, 17, 371.98, 6, 17, 372.01, 4, 1608231103716000000
SPY, 2, 371.98, 1, 17, 372.01, 4, 1608231103717000000
SPY, 2, 371.98, 6, 17, 372.01, 4, 1608231103717000000
SPY, 3, 371.98, 10, 17, 372.01, 4, 1608231103716000000
SPY, 2, 371.98, 6, 17, 372.01, 4, 1608231103717000000
SPY, 2, 371.98, 5, 17, 372.01, 4, 1608231103717000000
SPY, 15, 371.98, 16, 17, 372.01, 4, 1608231103717000000
SPY, 15, 371.98, 16, 17, 372.01, 2, 1608231103717000000
SPY, 2, 371.98, 5, 17, 372.01, 2, 1608231103717000000
SPY, 17, 371.98, 6, 17, 372.01, 2, 1608231103719000000
SPY, 2, 371.98, 5, 17, 372.01, 2, 1608231103717000000
SPY, 2, 371.98, 5, 17, 372.01, 7, 1608231103717000000
SPY, 2, 371.98, 5, 15, 372.01, 15, 1608231103717000000
SPY, 17, 371.98, 1, 17, 372.01, 7, 1608231103723000000
SPY, 2, 371.98, 2, 17, 372.01, 7, 1608231103724000000
SPY, 2, 371.98, 3, 3, 372.01, 10, 1608231103724000000
SPY, 17, 371.98, 6, 15, 372.01, 15, 1608231103724000000
SPY, 2, 371.98, 2, 17, 372.01, 7, 1608231103724000000
SPY, 17, 371.98, 6, 17, 372.01, 7, 1608231103724000000
SPY, 2, 371.98, 1, 17, 372.01, 7, 1608231103736000000
SPY, 2, 371.98, 1, 15, 372.01, 15, 1608231103736000000
SPY, 2, 371.98, 1, 17, 372.01, 7, 1608231103736000000
SPY, 15, 371.98, 1, 15, 372.01, 15, 1608231103746000000
SPY, 2, 371.98, 2, 17, 372.01, 7, 1608231103736000000
SPY, 2, 371.98, 4, 17, 372.01, 7, 1608231103736000000
SPY, 17, 371.98, 6, 17, 372.01, 7, 1608231103724000000
SPY, 2, 371.98, 3, 17, 372.01, 7, 1608231103757000000
SPY, 2, 371.98, 1, 17, 372.01, 7, 1608231103757000000
SPY, 2, 371.98, 2, 17, 372.01, 7, 1608231103757000000
SPY, 2, 371.98, 1, 17, 372.01, 7, 1608231103781000000
SPY, 17, 371.98, 6, 17, 372.01, 7, 1608231103724000000
SPY, 15, 371.98, 1, 15, 372.01, 15, 1608231103746000000
SPY, 17, 371.98, 1, 17, 372.01, 7, 1608231103781000000
SPY, 2, 371.98, 2, 17, 372.01, 7, 1608231103861000000
SPY, 2, 371.98, 3, 17, 372.01, 7, 1608231103876000000
SPY, 2, 371.98, 3, 3, 372.01, 10, 1608231103876000000
SPY, 2, 371.98, 3, 17, 372.01, 7, 1608231103876000000
SPY, 2, 371.98, 1, 17, 372.01, 7, 1608231103992000000
SPY, 2, 371.98, 3, 17, 372.01, 7, 1608231103992000000
SPY, 2, 371.98, 1, 17, 372.01, 7, 1608231103992000000
SPY, 17, 371.98, 1, 17, 372.01, 7, 1608231103781000000
SPY, 17, 371.98, 1, 3, 372.01, 10, 1608231103781000000
SPY, 17, 371.98, 1, 17, 372.01, 7, 1608231103781000000
SPY, 2, 371.98, 2, 17, 372.01, 7, 1608231104007000000
SPY, 17, 371.98, 1, 2, 372, 2, 1608231103781000000
SPY, 15, 371.98, 1, 3, 372.01, 10, 1608231103993000000
SPY, 15, 371.98, 1, 15, 372.01, 15, 1608231103993000000
SPY, 15, 371.98, 1, 2, 372, 2, 1608231103993000000
SPY, 17, 371.98, 1, 2, 372, 2, 1608231103781000000
SPY, 2, 371.97, 2, 2, 372, 2, 1608231104061000000
SPY, 15, 371.98, 1, 2, 372, 2, 1608231104063000000
SPY, 2, 371.97, 2, 2, 372, 2, 1608231104061000000
SPY, 15, 371.98, 1, 2, 372, 2, 1608231104098000000
SPY, 2, 371.97, 2, 2, 372, 2, 1608231104061000000
SPY, 17, 371.98, 2, 2, 372, 2, 1608231104376000000
SPY, 17, 371.98, 2, 3, 372.01, 10, 1608231104376000000
SPY, 17, 371.98, 2, 2, 372, 2, 1608231104376000000
SPY, 17, 371.98, 2, 17, 372.01, 7, 1608231104376000000
SPY, 17, 371.98, 2, 2, 372, 1, 1608231104376000000
SPY, 17, 371.98, 2, 2, 372, 2, 1608231104376000000
SPY, 17, 371.98, 2, 17, 372.01, 7, 1608231104376000000
